1.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000000e+00,2.700000000000000000e+01,8.100000000000000000e+01,2.430000000000000000e+02,7.290000000000000000e+02,2.187000000000000000e+03,6.561000000000000000e+03,1.968300000000000000e+04,5.904900000000000000e+04,1.771470000000000000e+05,5.314410000000000000e+05,1.594323000000000000e+06,4.782969000000000000e+06,1.434890700000000000e+07,4.304672100000000000e+07,1.291401630000000000e+08,3.874204890000000000e+08,1.162261467000000000e+09,3.486784401000000000e+09,1.046035320300000000e+10
4.665000000000000000e+03,4.980000000000000000e+03,3.120000000000000000e+03,8.328000000000000000e+03,6.925000000000000000e+03,8.215000000000000000e+03,5.460000000000000000e+03,1.990000000000000000e+03,4.866000000000000000e+03,3.055000000000000000e+03,1.648000000000000000e+03,2.844000000000000000e+03,6.798000000000000000e+03,6.633000000000000000e+03,3.987000000000000000e+03,7.878000000000000000e+03,5.750000000000000000e+02,9.660000000000000000e+03,6.454000000000000000e+03,8.288000000000000000e+03,8.191000000000000000e+03,9.636000000000000000e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.636000000000000000e+03,4.665000000000000000e+03,4.980000000000000000e+03,3.120000000000000000e+03,8.328000000000000000e+03,6.925000000000000000e+03,8.215000000000000000e+03,5.460000000000000000e+03,1.990000000000000000e+03,4.866000000000000000e+03,3.055000000000000000e+03,1.648000000000000000e+03,2.844000000000000000e+03,6.798000000000000000e+03,6.633000000000000000e+03,3.987000000000000000e+03,7.878000000000000000e+03,5.750000000000000000e+02,9.660000000000000000e+03,6.454000000000000000e+03,8.288000000000000000e+03,8.191000000000000000e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.191000000000000000e+03,9.636000000000000000e+03,4.665000000000000000e+03,4.980000000000000000e+03,3.120000000000000000e+03,8.328000000000000000e+03,6.925000000000000000e+03,8.215000000000000000e+03,5.460000000000000000e+03,1.990000000000000000e+03,4.866000000000000000e+03,3.055000000000000000e+03,1.648000000000000000e+03,2.844000000000000000e+03,6.798000000000000000e+03,6.633000000000000000e+03,3.987000000000000000e+03,7.878000000000000000e+03,5.750000000000000000e+02,9.660000000000000000e+03,6.454000000000000000e+03,8.288000000000000000e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.288000000000000000e+03,8.191000000000000000e+03,9.636000000000000000e+03,4.665000000000000000e+03,4.980000000000000000e+03,3.120000000000000000e+03,8.328000000000000000e+03,6.925000000000000000e+03,8.215000000000000000e+03,5.460000000000000000e+03,1.990000000000000000e+03,4.866000000000000000e+03,3.055000000000000000e+03,1.648000000000000000e+03,2.844000000000000000e+03,6.798000000000000000e+03,6.633000000000000000e+03,3.987000000000000000e+03,7.878000000000000000e+03,5.750000000000000000e+02,9.660000000000000000e+03,6.454000000000000000e+03
1.000000000000000000e+00,6.000000000000000000e+00,3.600000000000000000e+01,2.160000000000000000e+02,1.296000000000000000e+03,7.776000000000000000e+03,4.665600000000000000e+04,2.799360000000000000e+05,1.679616000000000000e+06,1.007769600000000000e+07,6.046617600000000000e+07,3.627970560000000000e+08,2.176782336000000000e+09,1.306069401600000000e+10,7.836416409600000000e+10,4.701849845760000000e+11,2.821109907456000000e+12,1.692665944473600000e+13,1.015599566684160000e+14,6.093597400104960000e+14,3.656158440062976000e+15,2.193695064037785600e+16
6.454000000000000000e+03,8.288000000000000000e+03,8.191000000000000000e+03,9.636000000000000000e+03,4.665000000000000000e+03,4.980000000000000000e+03,3.120000000000000000e+03,8.328000000000000000e+03,6.925000000000000000e+03,8.215000000000000000e+03,5.460000000000000000e+03,1.990000000000000000e+03,4.866000000000000000e+03,3.055000000000000000e+03,1.648000000000000000e+03,2.844000000000000000e+03,6.798000000000000000e+03,6.633000000000000000e+03,3.987000000000000000e+03,7.878000000000000000e+03,5.750000000000000000e+02,9.660000000000000000e+03
1.000000000000000000e+00,5.000000000000000000e+00,2.500000000000000000e+01,1.250000000000000000e+02,6.250000000000000000e+02,3.125000000000000000e+03,1.562500000000000000e+04,7.812500000000000000e+04,3.906250000000000000e+05,1.953125000000000000e+06,9.765625000000000000e+06,4.882812500000000000e+07,2.441406250000000000e+08,1.220703125000000000e+09,6.103515625000000000e+09,3.051757812500000000e+10,1.525878906250000000e+11,7.629394531250000000e+11,3.814697265625000000e+12,1.907348632812500000e+13,9.536743164062500000e+13,4.768371582031250000e+14
9.660000000000000000e+03,6.454000000000000000e+03,8.288000000000000000e+03,8.191000000000000000e+03,9.636000000000000000e+03,4.665000000000000000e+03,4.980000000000000000e+03,3.120000000000000000e+03,8.328000000000000000e+03,6.925000000000000000e+03,8.215000000000000000e+03,5.460000000000000000e+03,1.990000000000000000e+03,4.866000000000000000e+03,3.055000000000000000e+03,1.648000000000000000e+03,2.844000000000000000e+03,6.798000000000000000e+03,6.633000000000000000e+03,3.987000000000000000e+03,7.878000000000000000e+03,5.750000000000000000e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.750000000000000000e+02,9.660000000000000000e+03,6.454000000000000000e+03,8.288000000000000000e+03,8.191000000000000000e+03,9.636000000000000000e+03,4.665000000000000000e+03,4.980000000000000000e+03,3.120000000000000000e+03,8.328000000000000000e+03,6.925000000000000000e+03,8.215000000000000000e+03,5.460000000000000000e+03,1.990000000000000000e+03,4.866000000000000000e+03,3.055000000000000000e+03,1.648000000000000000e+03,2.844000000000000000e+03,6.798000000000000000e+03,6.633000000000000000e+03,3.987000000000000000e+03,7.878000000000000000e+03
1.000000000000000000e+00,4.000000000000000000e+00,1.600000000000000000e+01,6.400000000000000000e+01,2.560000000000000000e+02,1.024000000000000000e+03,4.096000000000000000e+03,1.638400000000000000e+04,6.553600000000000000e+04,2.621440000000000000e+05,1.048576000000000000e+06,4.194304000000000000e+06,1.677721600000000000e+07,6.710886400000000000e+07,2.684354560000000000e+08,1.073741824000000000e+09,4.294967296000000000e+09,1.717986918400000000e+10,6.871947673600000000e+10,2.748779069440000000e+11,1.099511627776000000e+12,4.398046511104000000e+12
7.878000000000000000e+03,5.750000000000000000e+02,9.660000000000000000e+03,6.454000000000000000e+03,8.288000000000000000e+03,8.191000000000000000e+03,9.636000000000000000e+03,4.665000000000000000e+03,4.980000000000000000e+03,3.120000000000000000e+03,8.328000000000000000e+03,6.925000000000000000e+03,8.215000000000000000e+03,5.460000000000000000e+03,1.990000000000000000e+03,4.866000000000000000e+03,3.055000000000000000e+03,1.648000000000000000e+03,2.844000000000000000e+03,6.798000000000000000e+03,6.633000000000000000e+03,3.987000000000000000e+03
1.000000000000000000e+00,6.000000000000000000e+00,3.600000000000000000e+01,2.160000000000000000e+02,1.296000000000000000e+03,7.776000000000000000e+03,4.665600000000000000e+04,2.799360000000000000e+05,1.679616000000000000e+06,1.007769600000000000e+07,6.046617600000000000e+07,3.627970560000000000e+08,2.176782336000000000e+09,1.306069401600000000e+10,7.836416409600000000e+10,4.701849845760000000e+11,2.821109907456000000e+12,1.692665944473600000e+13,1.015599566684160000e+14,6.093597400104960000e+14,3.656158440062976000e+15,2.193695064037785600e+16
3.987000000000000000e+03,7.878000000000000000e+03,5.750000000000000000e+02,9.660000000000000000e+03,6.454000000000000000e+03,8.288000000000000000e+03,8.191000000000000000e+03,9.636000000000000000e+03,4.665000000000000000e+03,4.980000000000000000e+03,3.120000000000000000e+03,8.328000000000000000e+03,6.925000000000000000e+03,8.215000000000000000e+03,5.460000000000000000e+03,1.990000000000000000e+03,4.866000000000000000e+03,3.055000000000000000e+03,1.648000000000000000e+03,2.844000000000000000e+03,6.798000000000000000e+03,6.633000000000000000e+03
1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,1.600000000000000000e+01,3.200000000000000000e+01,6.400000000000000000e+01,1.280000000000000000e+02,2.560000000000000000e+02,5.120000000000000000e+02,1.024000000000000000e+03,2.048000000000000000e+03,4.096000000000000000e+03,8.192000000000000000e+03,1.638400000000000000e+04,3.276800000000000000e+04,6.553600000000000000e+04,1.310720000000000000e+05,2.621440000000000000e+05,5.242880000000000000e+05,1.048576000000000000e+06,2.097152000000000000e+06
6.633000000000000000e+03,3.987000000000000000e+03,7.878000000000000000e+03,5.750000000000000000e+02,9.660000000000000000e+03,6.454000000000000000e+03,8.288000000000000000e+03,8.191000000000000000e+03,9.636000000000000000e+03,4.665000000000000000e+03,4.980000000000000000e+03,3.120000000000000000e+03,8.328000000000000000e+03,6.925000000000000000e+03,8.215000000000000000e+03,5.460000000000000000e+03,1.990000000000000000e+03,4.866000000000000000e+03,3.055000000000000000e+03,1.648000000000000000e+03,2.844000000000000000e+03,6.798000000000000000e+03
1.000000000000000000e+00,4.000000000000000000e+00,1.600000000000000000e+01,6.400000000000000000e+01,2.560000000000000000e+02,1.024000000000000000e+03,4.096000000000000000e+03,1.638400000000000000e+04,6.553600000000000000e+04,2.621440000000000000e+05,1.048576000000000000e+06,4.194304000000000000e+06,1.677721600000000000e+07,6.710886400000000000e+07,2.684354560000000000e+08,1.073741824000000000e+09,4.294967296000000000e+09,1.717986918400000000e+10,6.871947673600000000e+10,2.748779069440000000e+11,1.099511627776000000e+12,4.398046511104000000e+12
6.798000000000000000e+03,6.633000000000000000e+03,3.987000000000000000e+03,7.878000000000000000e+03,5.750000000000000000e+02,9.660000000000000000e+03,6.454000000000000000e+03,8.288000000000000000e+03,8.191000000000000000e+03,9.636000000000000000e+03,4.665000000000000000e+03,4.980000000000000000e+03,3.120000000000000000e+03,8.328000000000000000e+03,6.925000000000000000e+03,8.215000000000000000e+03,5.460000000000000000e+03,1.990000000000000000e+03,4.866000000000000000e+03,3.055000000000000000e+03,1.648000000000000000e+03,2.844000000000000000e+03
1.000000000000000000e+00,6.000000000000000000e+00,3.600000000000000000e+01,2.160000000000000000e+02,1.296000000000000000e+03,7.776000000000000000e+03,4.665600000000000000e+04,2.799360000000000000e+05,1.679616000000000000e+06,1.007769600000000000e+07,6.046617600000000000e+07,3.627970560000000000e+08,2.176782336000000000e+09,1.306069401600000000e+10,7.836416409600000000e+10,4.701849845760000000e+11,2.821109907456000000e+12,1.692665944473600000e+13,1.015599566684160000e+14,6.093597400104960000e+14,3.656158440062976000e+15,2.193695064037785600e+16
2.844000000000000000e+03,6.798000000000000000e+03,6.633000000000000000e+03,3.987000000000000000e+03,7.878000000000000000e+03,5.750000000000000000e+02,9.660000000000000000e+03,6.454000000000000000e+03,8.288000000000000000e+03,8.191000000000000000e+03,9.636000000000000000e+03,4.665000000000000000e+03,4.980000000000000000e+03,3.120000000000000000e+03,8.328000000000000000e+03,6.925000000000000000e+03,8.215000000000000000e+03,5.460000000000000000e+03,1.990000000000000000e+03,4.866000000000000000e+03,3.055000000000000000e+03,1.648000000000000000e+03
